Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Name FR,Identifier,Date/Time,TimeStart,TimeEnd,Location,Price,Description,Description FR,Notice,Notice FR,Dag_NL,Dag_FR,Maand_NL,Maand_FR,Status,Imgname
Conversatietafel Italiaans   ,conversatietafel-italiaans-112,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6878fd88f8f3b14290579d7b,false,false,Thu Jul 17 2025 13:41:28 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 13:41:28 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 13:41:28 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Aug 11 2025 08:30:00 GMT+0000 (Coordinated Universal Time),10:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,augustus,août,Gepubliceerd,
Conversatietafel Italiaans    ,conversatietafel-italiaans-113,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6878fdaad6417cb91cf6bff3,false,false,Thu Jul 17 2025 13:42:02 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 13:42:02 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 13:42:02 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Aug 18 2025 08:30:00 GMT+0000 (Coordinated Universal Time),10:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,augustus,août,Gepubliceerd,
Conversatietafel Italiaans    ,conversatietafel-italiaans-114,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6878fe67f75c9b7374ceb0f2,false,false,Thu Jul 17 2025 13:45:11 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 13:45:11 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 13:45:11 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Aug 25 2025 08:30:00 GMT+0000 (Coordinated Universal Time),10:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,augustus,août,Gepubliceerd,
Conversatietafel Italiaans     ,conversatietafel-italiaans-115,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68a31ede98f3b31e3cbc7f4e,false,false,Mon Aug 18 2025 12:38:54 GMT+0000 (Coordinated Universal Time),Mon Aug 18 2025 12:38:54 GMT+0000 (Coordinated Universal Time),Mon Aug 18 2025 12:38:54 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Sep 01 2025 08:30:00 GMT+0000 (Coordinated Universal Time),10:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,september,septembre,Gepubliceerd,
Conversatietafel Italiaans      ,conversatietafel-italiaans-116,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68a31f1265cc332a0e4dafb0,false,false,Mon Aug 18 2025 12:39:46 GMT+0000 (Coordinated Universal Time),Mon Aug 18 2025 12:39:46 GMT+0000 (Coordinated Universal Time),Mon Aug 18 2025 12:39:46 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Sep 08 2025 08:30:00 GMT+0000 (Coordinated Universal Time),10:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,september,septembre,Gepubliceerd,
Conversatietafel Italiaans       ,conversatietafel-italiaans-117,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68a31f3d967af53c4bc6a81a,false,false,Mon Aug 18 2025 12:40:29 GMT+0000 (Coordinated Universal Time),Mon Aug 18 2025 12:40:29 GMT+0000 (Coordinated Universal Time),Mon Aug 18 2025 12:40:29 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Sep 15 2025 08:30:00 GMT+0000 (Coordinated Universal Time),10:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,september,septembre,Gepubliceerd,
Conversatietafel Italiaans        ,conversatietafel-italiaans-118,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68a31f540797cff1bcab94fa,false,false,Mon Aug 18 2025 12:40:52 GMT+0000 (Coordinated Universal Time),Mon Aug 18 2025 12:40:52 GMT+0000 (Coordinated Universal Time),Mon Aug 18 2025 12:40:52 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Sep 22 2025 08:30:00 GMT+0000 (Coordinated Universal Time),10:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,september,septembre,Gepubliceerd,
Conversatietafel Italiaans        ,conversatietafel-italiaans-119,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68a31f723eae9c0b01469f1b,false,false,Mon Aug 18 2025 12:41:22 GMT+0000 (Coordinated Universal Time),Mon Aug 18 2025 12:41:22 GMT+0000 (Coordinated Universal Time),Mon Aug 18 2025 12:41:22 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Sep 29 2025 08:30:00 GMT+0000 (Coordinated Universal Time),10:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,september,septembre,Gepubliceerd,
Conversatietafel Italiaans,conversatietafel-italiaans-120,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68d14bd5ea9dfaa48980ebf4,false,false,Mon Sep 22 2025 13:15:01 GMT+0000 (Coordinated Universal Time),Mon Sep 22 2025 13:16:20 GMT+0000 (Coordinated Universal Time),Mon Sep 22 2025 13:16:20 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Oct 06 2025 09:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,oktober,octobre,Gepubliceerd,
Conversatietafel Italiaans,conversatietafel-italiaans-121,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68d14c08ff3906cd75588a0c,false,false,Mon Sep 22 2025 13:15:52 GMT+0000 (Coordinated Universal Time),Mon Sep 22 2025 13:15:52 GMT+0000 (Coordinated Universal Time),Mon Sep 22 2025 13:15:52 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Oct 13 2025 09:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,oktober,octobre,Gepubliceerd,
Conversatietafel Italiaans,conversatietafel-italiaans-122,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68d14c3d0f6d62db45125590,false,false,Mon Sep 22 2025 13:16:45 GMT+0000 (Coordinated Universal Time),Mon Sep 22 2025 13:16:45 GMT+0000 (Coordinated Universal Time),Mon Sep 22 2025 13:16:45 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Oct 20 2025 09:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,oktober,octobre,Gepubliceerd,
Conversatietafel Italiaans,conversatietafel-italiaans-123,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68f75153f9642c0854a80848,false,false,Tue Oct 21 2025 09:24:35 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 09:24:35 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 09:24:35 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Nov 03 2025 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,november,novembre,Gepubliceerd,
Conversatietafel Italiaans,conversatietafel-italiaans-124,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68f75164afabd2e5659b7268,false,false,Tue Oct 21 2025 09:24:52 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 09:24:52 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 09:24:52 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Nov 10 2025 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,november,novembre,Gepubliceerd,
Conversatietafel Italiaans,conversatietafel-italiaans-125,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68f751728c732d091361d3e5,false,false,Tue Oct 21 2025 09:25:06 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 09:25:06 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 09:25:06 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Nov 17 2025 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,november,novembre,Gepubliceerd,
Conversatietafel Italiaans,conversatietafel-italiaans-126,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68f751815280df7bf5d3e3a1,false,false,Tue Oct 21 2025 09:25:21 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 09:25:21 GMT+0000 (Coordinated Universal Time),Tue Oct 21 2025 09:25:21 GMT+0000 (Coordinated Universal Time),Table de Conversation Italien,,Mon Nov 24 2025 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,november,novembre,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩,conversatietafel-italiaans-127,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,692d9c554c40d4b254b3c3a7,false,false,Mon Dec 01 2025 13:47:01 GMT+0000 (Coordinated Universal Time),Tue Dec 02 2025 14:28:55 GMT+0000 (Coordinated Universal Time),Tue Dec 02 2025 14:28:55 GMT+0000 (Coordinated Universal Time),🚩 Table de Conversation Italien 🚩,,Mon Dec 01 2025 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,december,decembre,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩,conversatietafel-italiaans-128,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,692d9c665870a613b0354c43,false,false,Mon Dec 01 2025 13:47:18 GMT+0000 (Coordinated Universal Time),Tue Dec 02 2025 14:28:31 GMT+0000 (Coordinated Universal Time),Tue Dec 02 2025 14:28:31 GMT+0000 (Coordinated Universal Time),🚩 Table de Conversation Italien 🚩,,Mon Dec 08 2025 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,december,decembre,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩,conversatietafel-italiaans-129,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,692d9c7660d2d06233655fe9,false,false,Mon Dec 01 2025 13:47:34 GMT+0000 (Coordinated Universal Time),Tue Dec 02 2025 14:28:12 GMT+0000 (Coordinated Universal Time),Tue Dec 02 2025 14:28:12 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Dec 15 2025 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,december,decembre,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩 Copy,conversatietafel-italiaans-129-copy,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,695d178d737480ac96b21d08,false,false,Tue Jan 06 2026 14:09:17 GMT+0000 (Coordinated Universal Time),Wed Jan 07 2026 09:34:48 GMT+0000 (Coordinated Universal Time),Mon Mar 09 2026 10:43:46 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Jan 12 2026 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,januari,janvier,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩 Copy 2,conversatietafel-italiaans-129-copy-2,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,695d17b34028351f289b4846,false,false,Tue Jan 06 2026 14:09:55 GMT+0000 (Coordinated Universal Time),Wed Jan 07 2026 09:35:07 GMT+0000 (Coordinated Universal Time),Mon Mar 09 2026 10:43:46 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Jan 19 2026 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,januari,janvier,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩 Copy 3,conversatietafel-italiaans-129-copy-3,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,695d17cad3176034d46c85cb,false,false,Tue Jan 06 2026 14:10:18 GMT+0000 (Coordinated Universal Time),Wed Jan 07 2026 10:29:34 GMT+0000 (Coordinated Universal Time),Mon Mar 09 2026 10:43:46 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Jan 26 2026 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,januari,janvier,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩 ,conversatietafel-italiaans-130,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6980bb5571a997f8ec85022b,false,false,Mon Feb 02 2026 14:57:25 GMT+0000 (Coordinated Universal Time),Mon Feb 02 2026 14:57:25 GMT+0000 (Coordinated Universal Time),Mon Feb 02 2026 14:57:25 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Feb 23 2026 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,februari,fevrier ,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩  ,conversatietafel-italiaans-131,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,699ee927cc3696c6583ed89f,false,false,Wed Feb 25 2026 12:20:55 GMT+0000 (Coordinated Universal Time),Wed Feb 25 2026 12:20:55 GMT+0000 (Coordinated Universal Time),Wed Feb 25 2026 12:20:55 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Mar 02 2026 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,maart,mars,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩   ,conversatietafel-italiaans-132,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,699ee952a5127752874b8f92,false,false,Wed Feb 25 2026 12:21:38 GMT+0000 (Coordinated Universal Time),Wed Feb 25 2026 12:21:38 GMT+0000 (Coordinated Universal Time),Wed Feb 25 2026 12:21:38 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Mar 09 2026 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,maart,mars,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩    ,conversatietafel-italiaans-133,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,699ee9738279697c40c66267,false,false,Wed Feb 25 2026 12:22:11 GMT+0000 (Coordinated Universal Time),Wed Feb 25 2026 12:22:11 GMT+0000 (Coordinated Universal Time),Wed Feb 25 2026 12:22:11 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Mar 16 2026 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,maart,mars,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩     ,conversatietafel-italiaans-134,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,699ee98dea73439eedcc53e0,false,false,Wed Feb 25 2026 12:22:37 GMT+0000 (Coordinated Universal Time),Wed Feb 25 2026 12:22:37 GMT+0000 (Coordinated Universal Time),Wed Feb 25 2026 12:22:37 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Mar 23 2026 10:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,maart,mars,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩     ,conversatietafel-italiaans-135,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,699ee9b2ce44bccdcd9482b2,false,false,Wed Feb 25 2026 12:23:14 GMT+0000 (Coordinated Universal Time),Wed Feb 25 2026 12:23:14 GMT+0000 (Coordinated Universal Time),Wed Feb 25 2026 12:23:14 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Mar 30 2026 09:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,maart,mars,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩 ,conversatietafel-italiaans-136,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,69c1129f51dbbaa35b52d013,false,false,Mon Mar 23 2026 10:14:55 GMT+0000 (Coordinated Universal Time),Mon Mar 23 2026 10:14:55 GMT+0000 (Coordinated Universal Time),Mon Mar 23 2026 10:14:55 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Apr 13 2026 09:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,april,avril,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩 ,conversatietafel-italiaans-137,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,69c112af8e0a813e8205ed8a,false,false,Mon Mar 23 2026 10:15:11 GMT+0000 (Coordinated Universal Time),Mon Mar 23 2026 10:15:11 GMT+0000 (Coordinated Universal Time),Mon Mar 23 2026 10:15:11 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Apr 20 2026 09:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,april,avril,Gepubliceerd,
🚩 Conversatietafel Italiaans 🚩 ,conversatietafel-italiaans-138,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,69c112bf42137934c1afa6cf,false,false,Mon Mar 23 2026 10:15:27 GMT+0000 (Coordinated Universal Time),Mon Mar 23 2026 10:15:27 GMT+0000 (Coordinated Universal Time),Mon Mar 23 2026 10:15:27 GMT+0000 (Coordinated Universal Time),🚩Table de Conversation Italien 🚩,,Mon Apr 27 2026 09:30:00 GMT+0000 (Coordinated Universal Time),11:30,12:30,De Harmonie,,"Ciao, kom en geniet van een hoekje ""Dolce Vita"" met Bianca.","Ciao, venez profiter d'un coin de ""Dolce Vita"" avec Bianca.","Deelnemers die bij ons willen eten, worden verzocht hun gerecht vóór 11.30 uur te reserveren.",Les participants qui désirent manger chez nous sont invités à réserver leur plat avant 11h30,maandag,lundi,april,avril,Gepubliceerd,
Conversatietafel Spaans ,conversatietafel-spaans-129,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,68790ba98d6448e0da40dd40,false,false,Thu Jul 17 2025 14:41:45 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 14:41:45 GMT+0000 (Coordinated Universal Time),Thu Jul 17 2025 14:41:45 GMT+0000 (Coordinated Universal Time),Table de conversation Espagnole,147,Thu Aug 07 2025 08:00:00 GMT+0000 (Coordinated Universal Time),10:00,12:00,De Harmonie,,"Hola! Iedereen die wat Spaans wil oefenen is welkom. Gewoon door met elkaar te babbelen.
We leren van elkaar en op het gemak. Bienvenido !",Hola ! Tous ceux qui veulent pratiquer l'espagnol sont les bienvenus. Juste en discutant les uns avec les autres dans une atmosphère conviviale. Bienvenido !,,,donderdag,jeudi,augustus,août,Gepubliceerd,lezenschrijven.png
